Player,Team,Position,Value,APY,Guaranteed,"APY% Of
Cap","Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Jordan White,Jets,WR,2145896,536474,45896,0.4,3999979,999995,85551
Rod Streater,Raiders,WR,1450000,483333,10000,0.4,2702819,900939,18640
Jermaine Kearse,Seahawks,WR,1448500,482833,8500,0.4,2700023,900007,15844
Cole Beasley,Cowboys,WR,1441500,480500,0,0.4,2686975,895658,0
Jermaine Kearse,Seahawks,WR,1440000,480000,0,0.4,2684179,894726,0
Kamar Aiken,Patriots,WR,945000,472500,0,0.4,1761493,880746,0
Kris Durham,Lions,WR,465000,465000,0,0.4,866766,866766,0
Danny Coale,Cowboys,WR,900000,450000,0,0.4,1677612,838806,0
Toney Clemons,Jaguars,WR,870000,435000,0,0.4,1621692,810846,0
Marvin McNutt,Dolphins,WR,870000,435000,0,0.4,1621692,810846,0
Chris Hogan,Dolphins,WR,870000,435000,0,0.4,1621692,810846,0
Marvin McNutt,Eagles,WR,870000,435000,0,0.4,1621692,810846,0
Junior Hemingway,Chiefs,WR,1290000,430000,0,0.4,2404577,801526,0
Larry Fitzgerald,Cardinals,WR,113000000,16142857,45000000,13.4,211027207,30146744,84037383
Santonio Holmes,Jets,WR,45000000,9000000,24000000,7.5,84037383,16807477,44819938
Sidney Rice,Seahawks,WR,41000000,8200000,18500000,6.8,76567394,15313479,34548702
A.J. Green,Bengals,WR,29864100,5972820,29864100,5,55771129,11154226,55771129
Santana Moss,Commanders,WR,15000000,5000000,6000000,4.2,28012461,9337487,11204984
Jordy Nelson,Packers,WR,13100000,4366667,3500000,3.6,24464216,8154739,6536241
Julio Jones,Falcons,WR,16183750,4045938,26359750,3.4,30223111,7555779,49226765
Lance Moore,Saints,WR,20000000,4000000,7000000,3.3,37349948,7469990,13072482
Earl Bennett,Bears,WR,15000000,3750000,8500000,3.1,28012461,7003115,15873728
Jacoby Jones,Texans,WR,10500000,3500000,1500000,2.9,19608723,6536241,2801246
Mike Thomas,JAX/DET,WR,16785000,3357000,8450000,2.8,31345944,6269189,15780353
James Jones,Packers,WR,9600000,3200000,2250000,2.7,17927975,5975992,4201869
Malcom Floyd,Chargers,WR,5000000,2500000,1190000,2.1,9337487,4668744,2222322
Jonathan Baldwin,KC/SF,WR,7551602,1887901,6146837,1.6,14102597,3525650,11479202
Titus Young,Lions,WR,4561321,1140330,2500324,0.9,8518255,2129563,4669349
Torrey Smith,Ravens,WR,3389232,847308,964896,0.7,6329382,1582345,1801941
Greg Little,CLE/LV,WR,3327500,831875,0,0.7,6214098,1553524,0
Randall Cobb,Packers,WR,3209421,802355,1000500,0.7,5993585,1498396,1868431
Austin Pettis,Rams,WR,2729416,682354,578276,0.6,5097177,1274294,1079929
Leonard Hankerson,Commanders,WR,2712001,678000,606376,0.6,5064655,1266163,1132406
Jerrel Jernigan,Giants,WR,2690252,672563,575252,0.6,5024039,1256010,1074282
Cecil Shorts,Jaguars,WR,2672146,668037,443380,0.6,4990226,1247557,828011
Vincent Brown,Chargers,WR,2626068,656517,586068,0.5,4904175,1226044,1094480
Kris Durham,Seahawks,WR,2504260,626065,464260,0.5,4676699,1169175,867004
Clyde Gates,Dolphins,WR,2493152,623288,453152,0.5,4655955,1163989,846260
Edmond Gates,MIA/NYJ,WR,2493150,623288,453150,0.5,4655951,1163989,846256
Greg Salas,LAR/NE,WR,2491154,622789,451154,0.5,4652224,1163057,842529
Tandon Doss,Ravens,WR,2452560,613140,412562,0.5,4580149,1145037,770458
Kealoha Pilares,Panthers,WR,2255512,563878,215512,0.5,4212163,1053041,402468
Denarius Moore,Raiders,WR,2230052,557513,190052,0.5,4164616,1041154,354922
Jeremy Kerley,Jets,WR,2224250,556063,184250,0.5,4153781,1038446,344086
Dwayne Harris,Cowboys,WR,2180060,545015,110060,0.5,4071256,1017814,205537
Ryan Whalen,Bengals,WR,2165114,541279,125114,0.4,4043345,1010837,233650
Aldrick Robinson,Commanders,WR,2146200,536550,106200,0.4,4008023,1002006,198328
Ronald Johnson,49ers,WR,2144220,536055,104220,0.4,4004325,1001081,194631
Scotty McKnight,Jets,WR,2089000,522250,49000,0.4,3901202,975301,91507
David Ausberry,Raiders,WR,2085900,521475,45900,0.4,3895413,973853,85718
DeMarco Sampson,Cardinals,WR,2085900,521475,45900,0.4,3895413,973853,85718
Stephen Burton,Vikings,WR,2085900,521475,45900,0.4,3895413,973853,85718
Dwayne Harris,Cowboys,WR,2070000,517500,0,0.4,3865720,966430,0
Stephen Burton,MIN/JAX,WR,2040000,510000,0,0.4,3809695,952424,0
Doug Baldwin,Seahawks,WR,1412500,470833,17500,0.4,2637840,879279,32681
Chris Hogan,49ers,WR,1412500,470833,17500,0.4,2637840,879279,32681
Andre Holmes,Vikings,WR,1409000,469667,14000,0.4,2631304,877102,26145
Kamar Aiken,Bills,WR,1398000,466000,3000,0.4,2610761,870254,5602
Andre Holmes,Cowboys,WR,1395000,465000,0,0.4,2605159,868386,0
Kamar Aiken,Bills,WR,1395000,465000,0,0.4,2605159,868386,0
Dontrelle Inman,Jaguars,WR,1395000,465000,2500,0.4,2605159,868386,4669
Ronald Johnson,Eagles,WR,1815000,453750,0,0.4,3389508,847377,0
Brandon Marshall,MIA/CHI,WR,47300000,9460000,22000000,7.3,82426667,16485333,38337984
Miles Austin,Cowboys,WR,54100000,9016667,18000000,7,94276589,15712765,31367442
Andre Johnson,Texans,WR,62700000,8957143,13000000,6.9,109263256,15609037,22654264
Anquan Boldin,BAL/SF,WR,25000000,8333333,8000000,6.5,43565891,14521963,13941085
Nate Burleson,Lions,WR,25000000,5000000,11000000,3.9,43565891,8713178,19168992
Mike Williams,Seahawks,WR,11250000,3750000,500000,2.9,19604651,6534884,871318
Demaryius Thomas,Broncos,WR,12155500,3038875,9351750,2.4,21182608,5295652,16296693
Davone Bess,Dolphins,WR,9030000,3010000,3000000,2.3,15736000,5245333,5227907
Jason Avant,Eagles,WR,14750000,2950000,8000000,2.3,25703876,5140775,13941085
Dez Bryant,Cowboys,WR,11810500,2362100,8625000,1.8,20581398,4116280,15030233
Dexter McCluster,Chiefs,WR,5195000,1298750,3150000,1,9052992,2263248,5489302
Eric Decker,Broncos,WR,3315148,828787,732148,0.6,5777095,1444274,1275867
Brandon LaFell,Panthers,WR,2653400,663350,818400,0.5,4623909,1155977,1426173
Andre Roberts,Cardinals,WR,2559200,639800,724200,0.5,4459753,1114938,1262017
Emmanuel Sanders,Steelers,WR,1801069,600356,586069,0.5,3138607,1046202,1021305
Mike Williams,Buccaneers,WR,2328250,582063,538250,0.5,4057291,1014324,937974
Riley Cooper,Eagles,WR,2006478,501620,171478,0.4,3496560,874141,298824
Kyle Williams,49ers,WR,1869350,467338,79350,0.4,3257596,814400,138278
Roddy White,Falcons,WR,42720000,8544000,18600000,6.9,78076878,15615376,33994146
Darrius Heyward-Bey,Raiders,WR,38250000,7650000,23500000,6.2,69907317,13981463,42949593
Michael Crabtree,49ers,WR,32000000,5333333,17000000,4.3,58484553,9747425,31069919
Nate Washington,Titans,WR,26800000,4466667,6500000,3.6,48980813,8163469,11879675
Javon Walker,Raiders,WR,16000000,3200000,4600000,2.6,29242276,5848455,8407154
Jeremy Maclin,Eagles,WR,12500000,2500000,9500000,2,22845528,4569106,17362602
Percy Harvin,Vikings,WR,11050000,2210000,8425000,1.8,20195447,4039089,15397886
Hakeem Nicks,Giants,WR,9225000,1845000,6575000,1.5,16860000,3372000,12016748
Kenny Britt,Titans,WR,9150010,1830002,6527510,1.5,16722945,3344589,11929953
Mike Thomas,Jaguars,WR,2302450,575613,507450,0.5,4208055,1052015,927437
Brian Hartline,Dolphins,WR,2254975,563744,504975,0.5,4121288,1030322,922914
Brandon Gibson,LAR/PHI,WR,1850000,462500,100000,0.4,3381138,845285,182764
Julian Edelman,Patriots,WR,1798700,449675,48700,0.4,3287380,821845,89006
Javon Walker,Raiders,WR,55000000,9166667,16000000,7.9,106586207,17764368,31006897
Calvin Johnson,Lions,WR,58000000,9666667,27170800,8.9,119618349,19936392,56036659
Andre Johnson,Texans,WR,44050000,7341667,15000000,6.7,90848073,15141346,30935780
Percy Harvin,SEA/NYJ,WR,64217500,12843500,25500000,10.4,117366618,23473324,46604878
Mike Wallace,MIA/MIN,WR,60000000,12000000,30000000,9.8,109658537,21931707,54829268
Dwayne Bowe,Chiefs,WR,56000000,11200000,26000000,9.1,102347967,20469593,47518699
Greg Jennings,Vikings,WR,45000000,9000000,17800000,7.3,82243902,16448780,32532033
Victor Cruz,Giants,WR,43000000,8600000,15625000,7,78588618,15717724,28556911
Santonio Holmes,Jets,WR,25250000,8416667,7750000,6.8,46147967,15382656,14164228
Mike Williams,TB/BUF,WR,39620000,7924000,14600000,6.4,72411187,14482237,26683577
Brian Hartline,Dolphins,WR,30775000,6155000,12500000,5,56245691,11249138,22845528
Wes Welker,Broncos,WR,12000000,6000000,12000000,4.9,21931707,10965854,21931707
Danny Amendola,Patriots,WR,28500000,5700000,10000000,4.6,52087805,10417561,18276423
Nate Burleson,Lions,WR,7500000,3750000,0,3,13707317,6853659,0
Brandon Gibson,Dolphins,WR,9780000,3260000,3750000,2.7,17874341,5958114,6853659
Tavon Austin,Rams,WR,12751002,3187751,12751002,2.6,23304270,5826068,23304270
Davone Bess,Browns,WR,8817000,2939000,5750334,2.4,16114322,5371441,10509554
Victor Cruz,Giants,WR,2879000,2879000,0,2.3,5261782,5261782,0
Donnie Avery,Chiefs,WR,8550000,2850000,3250000,2.3,15626341,5208780,5939837
Santana Moss,Commanders,WR,2500000,2500000,0,2,4569106,4569106,0
Darrius Heyward-Bey,Colts,WR,2500000,2500000,1500000,2,4569106,4569106,2741463
Emmanuel Sanders,Steelers,WR,2500000,2500000,0,2,4569106,4569106,0
Earl Bennett,Bears,WR,6400000,2133333,1250000,1.7,11696911,3898970,2284553
Jerome Simpson,Vikings,WR,2100000,2100000,500000,1.7,3838049,3838049,913821
DeAndre Hopkins,Texans,WR,7626700,1906675,6181696,1.6,13938879,3484720,11297929
Cordarrelle Patterson,Vikings,WR,7221046,1805262,5831359,1.5,13197489,3299373,10657638
Justin Hunter,MIA/TEN,WR,5424148,1356037,3841388,1.1,9913402,2478351,7020683
Robert Woods,Bills,WR,4866769,1216692,2900685,1,8894713,2223678,5301415
Ted Ginn,Panthers,WR,1100000,1100000,300000,0.9,2010407,2010407,548293
Aaron Dobson,Patriots,WR,3428370,857093,1173360,0.7,6265834,1566459,2144482
Julian Edelman,Patriots,WR,765000,765000,0,0.6,1398146,1398146,0
Terrance Williams,Cowboys,WR,2896972,724243,619472,0.6,5294629,1323657,1132173
Marquise Goodwin,Bills,WR,2853876,713469,598876,0.6,5215864,1303966,1094531
Keenan Allen,Chargers,WR,2813800,703450,613800,0.6,5142620,1285655,1121807
Markus Wheaton,Steelers,WR,2811376,702844,591376,0.6,5138190,1284547,1080824
Stedman Bailey,Rams,WR,2736102,684026,527400,0.6,5000616,1250155,963899
Ace Sanders,Jaguars,WR,2641448,660362,481448,0.5,4827622,1206906,879915
Josh Boyce,Patriots,WR,2637000,659250,477000,0.5,4819493,1204873,871785
Chris Harper,Seahawks,WR,2572560,643140,0,0.5,4701719,1175430,0
Quinton Patton,49ers,WR,2551500,637875,391500,0.5,4663229,1165807,715522
Kyle Williams,Chiefs,WR,630000,630000,0,0.5,1151415,1151415,0
Andre Holmes,Raiders,WR,1200000,600000,0,0.5,2193171,1096585,0
Greg Salas,Jets,WR,1200000,600000,0,0.5,2193171,1096585,0
Andre Holmes,Patriots,WR,1200000,600000,0,0.5,2193171,1096585,0
Denard Robinson,Jaguars,WR,2373612,593403,213612,0.5,4338114,1084528,390406
Kenny Stills,MIA/NO,WR,2353452,588316,194452,0.5,4301268,1075231,355389
Tavarres King,Broncos,WR,2331480,582870,171480,0.5,4261111,1065278,313404
Corey Fuller,Lions,WR,2283100,570775,123100,0.5,4172690,1043173,224983
Ryan Swope,Cardinals,WR,2275788,568947,115788,0.5,4159326,1039832,211619
Justin Brown,Steelers,WR,2264072,566018,104072,0.5,4137914,1034478,190206
Alan Bonner,Texans,WR,2257000,564250,97000,0.5,4124989,1031247,177281
Cobi Hamilton,Bengals,WR,2254052,563513,94052,0.5,4119601,1029900,171893
Brice Butler,DAL/LV,WR,2227500,556875,67500,0.5,4071073,1017768,123366
Charles Johnson,Packers,WR,2221820,555455,61820,0.5,4060692,1015173,112985
Kris Durham,Lions,WR,555000,555000,0,0.5,1014341,1014341,0
Tandon Doss,Ravens,WR,555000,555000,0,0.5,1014341,1014341,0
Andrew Hawkins,Bengals,WR,555000,555000,0,0.5,1014341,1014341,0
Kevin Dorsey,Packers,WR,2216848,554212,56848,0.5,4051605,1012901,103898
Marquess Wilson,Bears,WR,2207148,551787,47148,0.4,4033877,1008469,86170
Aaron Mellette,Ravens,WR,2205896,551474,45896,0.4,4031589,1007897,83881
Tavarres King,Panthers,WR,2160000,540000,0,0.4,3947707,986927,0
Marvin McNutt,Panthers,WR,1050000,525000,0,0.4,1919024,959512,0
DeMarco Sampson,Eagles,WR,1050000,525000,0,0.4,1919024,959512,0
Devon Wylie,Titans,WR,1050000,525000,0,0.4,1919024,959512,0
Jaron Brown,Cardinals,WR,1494000,498000,0,0.4,2730498,910166,0
Russell Shepard,TB/PHI,WR,1492500,497500,12500,0.4,2727756,909252,22846
Chris Harper,Packers,WR,1485000,495000,0,0.4,2714049,904683,0
Adam Thielen,Vikings,WR,1485000,495000,0,0.4,2714049,904683,0
B.J. Cunningham,Eagles,WR,1485000,495000,0,0.4,2714049,904683,0
Chris Harper,49ers,WR,1485000,495000,0,0.4,2714049,904683,0
Charles Johnson,Browns,WR,1485000,495000,0,0.4,2714049,904683,0
Jordan White,Jets,WR,480000,480000,0,0.4,877268,877268,0
DeMarco Sampson,Bills,WR,480000,480000,0,0.4,877268,877268,0
Joe Adams,Panthers,WR,480000,480000,0,0.4,877268,877268,0
Jeremy Ebert,JAX/NE,WR,900000,450000,0,0.4,1644878,822439,0
Rob Gronkowski,TB/NE,TE,54000000,9000000,18170000,7.5,100656716,16776119,33869121
Jermichael Finley,Packers,TE,14000000,7000000,4000000,5.8,26096186,13048093,7456053
Fred Davis,Commanders,TE,5446000,5446000,5446000,4.5,10151416,10151416,10151416
John Carlson,Vikings,TE,25000000,5000000,9100000,4.1,46600332,9320066,16962521
Craig Stevens,Titans,TE,14400000,3600000,4000000,3,26841791,6710448,7456053
Joel Dreessen,Broncos,TE,8500000,2833333,4000000,2.3,15844113,5281370,7456053
Scott Chandler,Bills,TE,5450000,2725000,1250000,2.3,10158872,5079436,2330017
Jacob Tamme,Broncos,TE,8000000,2666667,3500000,2.2,14912106,4970703,6524046
Martellus Bennett,Giants,TE,1800000,1800000,675000,1.5,3355224,3355224,1258209
Coby Fleener,Colts,TE,5341648,1335412,3767638,1.1,9956903,2489226,7022927
David Johnson,Steelers,TE,1260000,1260000,0,1,2348657,2348657,0
Daniel Graham,Saints,TE,990000,990000,65000,0.8,1845373,1845373,121161
Kellen Winslow,Patriots,TE,825000,825000,0,0.7,1537811,1537811,0
Rhett Ellison,Vikings,TE,3282584,820646,300584,0.7,6118780,1529695,560293
Dwayne Allen,Colts,TE,3080304,770076,703304,0.6,5741728,1435432,1310968
Michael Egnew,MIA/DET,TE,2776456,694114,588956,0.6,5175351,1293838,1097822
Ladarius Green,Chargers,TE,2550900,637725,450900,0.5,4754911,1188728,840484
Orson Charles,Bengals,TE,2529300,632325,429300,0.5,4714649,1178662,800221
Adrien Robinson,Giants,TE,2485652,621413,385652,0.5,4633288,1158322,718860
Taylor Thompson,Titans,TE,2298000,574500,198000,0.5,4283502,1070876,369075
James Hanna,Cowboys,TE,2204852,551213,104852,0.5,4109873,1027468,195446
Drake Dunsmore,Buccaneers,TE,2149000,537250,49000,0.4,4005765,1001441,91337
David Paulson,Steelers,TE,2145896,536474,45896,0.4,3999979,999995,85551
Brad Smelley,Browns,TE,2145896,536474,45896,0.4,3999979,999995,85551
Garrett Celek,49ers,TE,1446000,482000,6000,0.4,2695363,898454,11184
Daniel Hardy,Vikings,TE,870000,435000,0,0.4,1621692,810846,0
Brad Smelley,Browns,TE,870000,435000,0,0.4,1621692,810846,0
Jason Witten,Cowboys,TE,37000000,7400000,21000000,6.1,69097404,13819481,39217445
Marcedes Lewis,Jaguars,TE,34000000,6800000,17000000,5.6,63494912,12698982,31747456
Zach Miller,Seahawks,TE,34000000,6800000,17000000,5.6,63494912,12698982,31747456
Greg Olsen,Panthers,TE,22800000,5700000,10000000,4.7,42578941,10644735,18674974
Owen Daniels,Texans,TE,22000000,5500000,6000000,4.6,41084943,10271236,11204984
Daniel Graham,Titans,TE,8250000,2750000,2000000,2.3,15406854,5135618,3734995
Kyle Rudolph,Vikings,TE,4629851,1157463,0,1,8646235,2161559,0
Lance Kendricks,Rams,TE,4226105,1056526,0,0.9,7892240,1973060,0
Rob Housler,Cardinals,TE,3645092,911273,684092,0.8,6807200,1701800,1277540
Jordan Cameron,Browns,TE,2517400,629350,477400,0.5,4701238,1175309,891543
Luke Stocker,Buccaneers,TE,2512688,628172,472688,0.5,4692438,1173110,882744
Julius Thomas,Broncos,TE,2424000,606000,384000,0.5,4526814,1131703,717119
Lee Smith,NE/BUF,TE,2298282,574571,171480,0.5,4292036,1073010,320238
Gabe Miller,Chiefs,TE,2238500,559625,198500,0.5,4180393,1045098,370698
D.J. Williams,GB/JAX,TE,2238000,559500,198000,0.5,4179459,1044865,369764
Niles Paul,Commanders,TE,2221652,555413,181652,0.5,4148929,1037232,339235
Charles Clay,Dolphins,TE,2152000,538000,112000,0.4,4018854,1004714,209160
Richard Gordon,Raiders,TE,2144852,536213,104852,0.4,4005506,1001376,195811
Virgil Green,Broncos,TE,2109000,527250,69000,0.4,3938552,984638,128857
Ryan Taylor,CLE/GB/BAL,TE,2099176,524794,59176,0.4,3920206,980051,110511
Daniel Hardy,Buccaneers,TE,2085900,521475,45900,0.4,3895413,973853,85718
Vernon Davis,SF/DEN,TE,36750000,7350000,23000000,5.7,64041860,12808372,40080620
Antonio Gates,Chargers,TE,36175000,7235000,20400000,5.6,63039845,12607969,35549767
Ben Watson,Browns,TE,12000000,4000000,6400000,3.1,20911628,6970543,11152868
Jermaine Gresham,Bengals,TE,12400000,2480000,8248500,1.9,21608682,4321736,14374130
Rob Gronkowski,Patriots,TE,4440000,1110000,2590000,0.9,7737302,1934326,4513426
Jimmy Graham,Saints,TE,3298140,825736,665140,0.6,5747456,1438957,1159097
Ed Dickson,Ravens,TE,1877500,625833,662500,0.5,3271798,1090599,1154496
Garrett Graham,Texans,TE,2270100,567525,480100,0.4,3955957,988989,836639
Dennis Pitta,Ravens,TE,1586000,528667,371000,0.4,2763820,921274,646518
Heath Miller,Steelers,TE,33750000,6750000,5750000,5.5,61682927,12336585,10508943
Kellen Winslow,TB/SEA,TE,26550000,6637500,20150000,5.4,48523902,12130976,36826992
Brent Celek,Eagles,TE,29250000,4875000,10824706,4,53458537,8909756,19783690
Brandon Pettigrew,Lions,TE,12000000,2400000,9396500,2,21931707,4386341,17173441
Jared Cook,Titans,TE,2450000,612500,700000,0.5,4477724,1119431,1279350
Zach Miller,Jaguars,TE,1880500,470125,110500,0.4,3436881,859220,201954
Brandon Myers,Raiders,TE,1841000,460250,91000,0.4,3364689,841172,166315
Dustin Keller,Jets,TE,8500000,1700000,5995000,1.5,16472414,3294483,11617897
Jared Cook,Rams,TE,35100000,7020000,19000000,5.7,64150244,12830049,34725203
Tony Gonzalez,Falcons,TE,14000000,7000000,7000000,5.7,25586992,12793496,12793496
Martellus Bennett,NE/CHI,TE,20400000,5100000,9215000,4.1,37283902,9320976,16841724
Delanie Walker,Titans,TE,17500000,4375000,8600000,3.6,31983740,7995935,15717724
Dustin Keller,Dolphins,TE,4250000,4250000,2250000,3.5,7767480,7767480,4112195
Anthony Fasano,Chiefs,TE,16000000,4000000,4500000,3.3,29242276,7310569,8224390
John Carlson,Vikings,TE,15550000,3887500,1200000,3.2,28419837,7104959,2193171
Fred Davis,Commanders,TE,3000000,3000000,1500000,2.4,5482927,5482927,2741463
Tyler Eifert,Bengals,TE,13038001,2607600,12272592,2.1,23828802,4765760,22429908
Brandon Myers,Giants,TE,2250000,2250000,1500000,1.8,4112195,4112195,2741463
Dennis Pitta,Ravens,TE,2023000,2023000,0,1.6,3697320,3697320,0
Ben Watson,Saints,TE,4950000,1650000,1200000,1.3,9046829,3015610,2193171
Zach Ertz,Eagles,TE,5379198,1344800,3657854,1.1,9831250,2457813,6685249
Ed Dickson,Ravens,TE,1323000,1323000,0,1.1,2417971,2417971,0
Gary Barnidge,Browns,TE,3750000,1250000,650000,1,6853659,2284553,1187967
Gavin Escobar,Cowboys,TE,4210496,1052624,2213566,0.9,7695280,1923820,4045607
Vance McDonald,49ers,TE,3599178,899795,1921183,0.7,6578010,1644503,3511235
Kellen Winslow,Jets,TE,840000,840000,0,0.7,1535220,1535220,0
Travis Kelce,Chiefs,TE,3126304,781576,703304,0.6,5713765,1428441,1285388
Jordan Reed,Commanders,TE,2760000,690000,549112,0.6,5044293,1261073,1003580
David Johnson,Steelers,TE,665000,665000,0,0.5,1215382,1215382,0
Dion Sims,Dolphins,TE,2627552,656888,467552,0.5,4802225,1200556,854518
Zach Miller,Buccaneers,TE,630000,630000,0,0.5,1151415,1151415,0
Levine Toilolo,Falcons,TE,2460584,615146,300584,0.5,4497067,1124267,549360
D.J. Williams,Patriots,TE,1200000,600000,0,0.5,2193171,1096585,0
Luke Willson,Seahawks,TE,2338532,584633,178532,0.5,4274000,1068500,326293
Nick Kasa,Raiders,TE,2280600,570150,120600,0.5,4168121,1042030,220414
Mychal Rivera,Raiders,TE,2264852,566213,104852,0.5,4139339,1034835,191632
Ryan Griffin,Texans,TE,2238680,559670,78680,0.5,4091506,1022877,143799
Michael Williams,Lions,TE,2225148,556287,65148,0.5,4066775,1016694,119067
D.C. Jefferson,Cardinals,TE,2220248,555062,60248,0.5,4057819,1014455,110112
Richard Gordon,PIT/KC,TE,555000,555000,0,0.5,1014341,1014341,0
Chris Gragg,Bills,TE,2219172,554794,59172,0.5,4055853,1013965,108145
Justice Cunningham,Colts,TE,2205896,551474,45896,0.4,4031589,1007897,83881
Justice Cunningham,Colts,TE,2160000,540000,0,0.4,3947707,986927,0
Andre Smith,Browns,TE,1050000,525000,0,0.4,1919024,959512,0
Josh Hill,Saints,TE,1490000,496667,5000,0.4,2723187,907730,9138
Jack Doyle,IND/TEN,TE,1490000,496667,5000,0.4,2723187,907730,9138
Darren Fells,Seahawks,TE,1485000,495000,0,0.4,2714049,904683,0
